id	rate
1001	31.94489914
1003	31.79529276
1005	27.42914867
1007	33.070884
1009	39.31104485
1011	28.68899187
1013	27.81891266
1015	33.07482101
1017	31.0630089
1019	33.2677345
1021	36.56301187
1023	26.09450228
1025	27.53544794
1027	41.31104593
1029	35.77167286
1031	27.85434575
1033	35.99214542
1035	27.57088103
1037	39.98033655
1039	28.38977911
1041	29.43308676
1043	37.01576802
1045	27.73623545
1047	30.48426843
1049	43.43309432
1051	32.04332439
1053	28.60237765
1055	34.14568773
1057	34.02757743
1059	36.24805107
1061	29.42521274
1063	29.62206324
1065	31.28348146
1067	26.36221896
1069	28.20867665
1071	37.18112244
1073	36.55513785
1075	35.96458635
1077	36.58663393
1079	33.08269503
1081	34.60238089
1083	35.7874209
1085	27.41733764
1087	28.59844064
1089	38.87797375
1091	28.05907027
1093	35.42521598
1095	38.78348551
1097	29.04725978
1099	26.90946335
1101	29.40552769
1103	34.00789238
1105	32.54332466
1107	36.52757878
1109	29.46458284
1111	33.64568746
1113	27.39765259
1115	34.09844361
1117	33.98427032
1119	28.79135413
1121	32.93702566
1123	34.16143577
1125	31.62993834
1127	31.83859987
1129	27.77954256
1131	26.01969909
1133	37.50002025
2013	41.38584912
2016	53.7795566
2020	28.75985805
2050	33.05513596
2060	37.55120138
2068	17.12993051
2070	39.31498186
2090	13.27953473
2100	45.41341035
2105	86.6535901
2110	94.94099615
2122	37.76379992
2130	108.16934975
2150	62.22050604
2164	36.80316948
2170	24.3700919
2180	26.99214056
2185	9.26378453
2188	17.6378048
2195	78.38193209
2198	96.78745384
2220	83.94886423
2230	41.58663663
2240	6.11023952
2261	75.48429273
2270	27.70473937
2275	78.38193209
2282	119.12604858
2290	13.17323546
4001	16.70867044
4003	4.01968721
4005	26.05513218
4007	12.7165423
4009	3.31889943
4011	6.25590889
4012	4.38582914
4013	4.16535658
4015	3.27165531
4017	4.11417545
4019	3.6220492
4021	4.94094755
4023	7.61811435
4025	14.04331467
4027	1.62598513
5001	31.54726113
5003	34.06694753
5005	22.72048471
5007	29.33466151
5009	24.18111542
5011	35.83072801
5013	36.09057067
5015	23.82678452
5017	32.77560825
5019	29.19292915
5021	28.38190509
5023	28.4645823
5025	34.07482155
5027	33.02363988
5029	28.84647227
5031	29.8425358
5033	28.10237738
5035	31.99608027
5037	30.24017381
5039	33.27560852
5041	32.01576532
5043	34.40553039
5045	30.02757527
5047	27.53151093
5049	25.97245497
5051	31.60237927
5053	28.60631466
5055	29.11025194
5057	28.31103891
5059	30.27166989
5061	30.12206351
5063	26.77954202
5065	25.03544659
5067	26.94095943
5069	30.93308757
5071	27.35434548
5073	28.27166881
5075	25.6299351
5077	29.46458284
5079	34.07482155
5081	29.0945039
5083	24.85828114
5085	30.54726059
5087	25.91733683
5089	22.65749255
5091	29.38190563
5093	30.34647308
5095	27.10631385
5097	28.79135413
5099	27.59056608
5101	24.18111542
5103	32.14568665
5105	28.84647227
5107	31.32678857
5109	30.87009541
5111	30.13387454
5113	29.21655121
5115	27.06300674
5117	27.6771803
5119	31.62993834
5121	25.0787537
5123	29.11025194
5125	30.56300863
5127	25.8267856
5129	33.57088427
5131	25.99214002
5133	29.5669451
5135	24.78347795
5137	27.85434575
5139	35.7480508
5141	28.20473964
5143	29.39371666
5145	28.1889916
5147	28.19686562
5149	24.409462
6001	19.33465611
6003	40.73624247
6005	33.25198646
6007	62.5590889
6009	32.88190752
6011	17.48426141
6013	20.6299324
6015	84.18902184
6017	41.50002241
6019	10.5511868
6021	23.08268963
6023	55.64569934
6025	1.0629927
6027	1.47637875
6029	3.66929332
6031	7.2440984
6033	38.02757959
6035	19.52363259
6037	5.20079021
6039	11.27953365
6041	27.50395186
6043	23.44095754
6045	51.15750794
6047	12.81496755
6049	14.26772424
6051	17.26772586
6053	13.07874722
6055	32.81104134
6057	63.00003402
6059	5.63779832
6061	40.05120273
6063	30.68899295
6065	6.16142065
6067	26.28741577
6069	13.50000729
6071	5.05905785
6073	6.15748364
6075	21.62205892
6077	15.82284319
6079	11.35433684
6081	19.75591618
6083	8.43307542
6085	20.31103459
6087	21.43308244
6089	35.27954661
6091	29.16143307
6093	39.42521814
6095	20.80709785
6097	30.81497727
6099	13.56299945
6101	29.91733899
6103	20.65355446
6105	52.31105187
6107	7.15354717
6109	33.23230141
6111	6.40551527
6113	21.31890915
6115	35.09450714
8001	6.12598756
8003	4.47638037
8005	7.50394106
8007	13.32284184
8009	12.99607001
8011	7.75984671
8013	7.92520113
8014	5.79527872
8015	13.27953473
8017	13.46063719
8019	26.70080182
8021	4.49606542
8023	12.85433765
8025	6.77559421
8027	4.2519708
8029	4.11811246
8031	5.72834955
8033	11.96457339
8035	8.88583157
8037	15.53150445
8039	12.48819572
8041	8.77559529
8043	4.2519708
8045	8.8189024
8047	31.14962312
8049	17.4015842
8051	10.42520248
8053	36.18505891
8055	19.3700892
8057	16.61024519
8059	5.51968802
8061	9.74016274
8063	13.46063719
8065	32.19293077
8067	18.21260826
8069	6.35039713
8071	12.07874668
8073	15.07087428
8075	12.63386509
8077	6.23622384
8079	13.01969207
8081	9.66142254
8083	11.96457339
8085	5.14173506
8087	11.81496701
8089	6.77559421
8091	18.4252068
8093	33.48820706
8095	13.33071586
8097	22.59450039
8099	9.74016274
8101	4.15748256
8103	13.94488942
8105	8.05905947
8107	19.71260907
8109	4.76771911
8111	41.39372314
8113	41.39372314
8115	13.33071586
8117	29.49607892
8119	27.37796754
8121	16.05906379
8123	5.6692944
8125	14.57874803
9001	39.35041495
9003	34.21655391
9005	41.98033763
9007	38.25592617
9009	39.07088724
9011	37.76773693
9013	35.13781425
9015	37.53151633
10001	35.62600349
10003	35.59844442
