id	rate
19117	67.1
19119	67.8
19121	67.2
19123	67.7
19125	67.2
19127	68
19129	64.8
19131	70.6
19133	64.4
19135	67.4
19137	65.4
19139	68.1
19141	67.5
19143	67.9
19145	65.7
19147	68.2
19149	65.3
19151	66.1
19153	66.3
19155	64.4
19157	68.2
19159	66.8
19161	65.5
19163	69.4
19165	65.5
19167	66
19169	67.2
19171	67.8
19173	66.8
19175	66.7
19177	67.6
19179	67.6
19181	67.1
19183	67.7
19185	66.6
19187	65.6
19189	68.7
19191	73.1
19193	64.1
19195	69.5
19197	66.5
20001	64.7
20003	64.2
20005	63.7
20007	57
20009	56
20011	66.1
20013	62.9
20015	60.7
20017	61.8
20019	62.9
20021	66.5
20023	52.4
20025	52.7
20027	60.9
20029	59.1
20031	63.1
20033	55.3
20035	60.7
20037	67.2
20039	53.6
20041	60.1
20043	64.4
20045	63.5
20047	55.3
20049	63.7
20051	55
20053	57.2
20055	52.1
20057	54.2
20059	63.6
20061	60.9
20063	54.1
20065	54.5
20067	50.7
20069	53.8
20071	50.7
20073	62.2
20075	50.4
20077	58.3
20079	60
20081	52.2
20083	54.2
20085	62.4
20087	62
20089	60.4
20091	63
20093	51.3
20095	58.3
20097	55.3
20099	65.7
20101	52.2
20103	63.6
20105	57.2
20107	64.2
20109	52
20111	61.8
20113	59.1
20115	59.9
20117	61.8
20119	52.7
20121	65.2
20123	58.3
20125	64.4
20127	61
20129	47.9
20131	62.6
20133	64.1
20135	54.2
20137	55.3
20139	62.4
20141	55.9
20143	58.9
20145	55.6
20147	56
20149	61.8
20151	56.5
20153	52.4
20155	58.6
20157	59.9
20159	57.7
20161	61
20163	55.2
20165	55.1
20167	56.1
20169	59
20171	52.2
20173	59.7
20175	50.1
20177	62
20179	52
20181	51.2
20183	56.5
20185	55.6
20187	50.7
20189	49.4
20191	60.4
20193	52.4
20195	54.1
20197	61.9
20199	50.7
20201	61.8
20203	50.7
20205	63.7
20207	63.4
20209	62.3
21001	73.1
21003	73.7
21005	74.1
21007	69.5
21009	73
21011	72.9
21013	72.5
21015	72.5
21017	72.8
21019	69.9
21021	74.1
21023	73.5
21025	70.4
21027	72.1
21029	71.3
21031	72.5
21033	69.4
21035	69.9
21037	71.5
21039	69.3
21041	71.3
21043	69.9
21045	72.7
21047	69.9
21049	72.9
21051	71.1
21053	71.1
21055	70.1
21057	70.1
21059	70.3
21061	73.3
21063	70.6
21065	70.3
21067	73.3
21069	72.5
21071	69.6
21073	73.6
21075	69.2
21077	70.4
21079	73.9
21081	71.2
21083	69.8
21085	73.1
21087	74.2
21089	69.9
21091	70.1
21093	73.5
21095	74.2
21097	72.5
21099	72.3
21101	69.4
21103	73.6
21105	69.3
21107	70.2
21109	72.7
21111	71.4
21113	74
21115	69.4
21117	72.5
21119	71.2
21121	71.4
21123	73.8
21125	71.8
21127	69.8
21129	70.6
21131	71.2
21133	73
21135	69.2
21137	73.9
21139	69.8
21141	72
21143	68.2
21145	70.1
21147	70.9
21149	70.9
21151	73
21153	69.7
21155	73.8
21157	69.9
21159	69.4
21161	72.6
21163	72.1
21165	70
21167	74
21169	71.9
21171	72
21173	72.8
21175	70.6
21177	70.5
21179	73.6
21181	72.7
21183	70.4
21185	73.2
21187	71.5
21189	70.6
21191	72
21193	71.2
21195	69.9
21197	70
21199	72.9
21201	72.7
21203	72.7
21205	70.6
21207	73.3
21209	73.5
21211	74
21213	72.9
21215	73.2
21217	74.3
21219	70.7
21221	68.9
21223	71.9
21225	69.5
21227	73.3
21229	73.8
21231	71.9
21233	70
21235	70.8
21237	70.4
21239	74.2
22001	78.2
22003	73.7
22005	76.5
22007	73.8
22009	74.5
22011	71.4
22013	66.3
22015	67.1
22017	66.2
22019	77.2
22021	69.2
22023	74.1
22025	73.1
22027	66.6
22029	73.7
22031	67.4
22033	75
22035	71.9
22037	72.4
22039	76.9
22041	73
22043	70.3
22045	77.9
22047	75.8
22049	67.6
22051	75.9
22053	78.2
22055	77.9
22057	77.1
22059	69.9
22061	67.3
22063	73.7
22065	71.2
22067	70.9
22069	69.1
22071	75.4
22073	71.4
22075	73.8
22077	76.4
22079	71.8
22081	67.4
22083	73
22085	67.2
22087	74
22089	74.9
22091	73.9
22093	76.3
22095	76.8
22097	77.7
22099	76.5
22101	74.1
22103	72.3
22105	73.9
22107	71.2
22109	77.7
22111	66.5
22113	78.4
22115	69.6
22117	71.2
22119	66.3
22121	75
22123	72.4
22125	74.6
22127	68.1
23001	75.6
23003	78.8
23005	79
23007	75.6
23009	78.1
23011	76.3
23013	81.7
23015	78.2
23017	76.3
23019	76.6
23021	77.1
23023	78
23025	75.9
23027	77.5
23029	77.9
23031	74.7
24001	71.7
24003	68.4
24005	71
24009	72.2
24011	73.4
24013	74.2
24015	72.1
24017	67.8
24019	74.4
24021	72.8
24023	76.8
24025	74
24027	71.7
24029	73.7
24031	70
24033	68.1
24035	73.7
24037	71.5
24039	73.6
24041	73.9
24043	73.8
24045	73.6
24047	74.8
24510	69.9
25001	77.4
25003	76.1
25005	74.1
25007	77
25009	72.8
25011	73.4
25013	69.6
25015	72.6
25017	70.4
25019	83.9
25021	71.1
25023	74.2
25025	69.7
25027	73.1
26001	73.5
26003	78.6
26005	72.7
26007	75.3
26009	76.4
26011	75.5
26013	74.5
26015	73.7
26017	75.8
26019	79.8
26021	74.5
26023	72.3
26025	72.8
26027	73.6
26029	77.9
26031	79.1
26033	78.6
26035	73
26037	71.6
26039	73.7
26041	77.4
26043	74
26045	73
26047	77.3
26049	73.8
26051	73.8
26053	74.6
26055	75
26057	73.8
26059	72.4
26061	75.3
26063	76.3
26065	71.2
26067	74.4
26069	74.9
26071	75.5
26073	74.3
26075	72.1
26077	73.1
26079	74.5
26081	72
26083	75.9
26085	75.1
26087	75.6
26089	75.1
26091	72.2
26093	73.6
26095	78.1
26097	81.4
26099	71.6
26101	76.8
26103	76.1
26105	80.2
26107	75.2
26109	77.7
26111	73.9
26113	74.7
26115	73.8
26117	74
26119	73.9
26121	72.3
26123	72.9
26125	69.9
26127	74.7
26129	74.1
26131	77.4
26133	75.2
26135	73.9
26137	76
26139	75.2
26141	76.5
26143	73.9
26145	74.7
26147	76.9
26149	72.1
26151	76
26153	80.9
26155	73.5
26157	75.3
26159	73.9
26161	73.4
26163	70.9
26165	74.5
27001	74.9
27003	69
27005	71.8
27007	72.4
27009	72.3
27011	67.1
27013	68.8
27015	69
27017	74.2
27019	71.7
27021	73.8
27023	68.2
27025	72.3
27027	69.4
27029	73
27031	78.3
27033	68.9
27035	72.2
27037	69.1
27039	70.9
27041	72.3
27043	68.4
27045	72.4
27047	69.4
27049	72.7
27051	70.5
27053	68.8
27055	74.1
27057	73.6
27059	72.1
27061	74
27063	69.8
27065	73.4
27067	70
27069	71.4
27071	73.2
27073	66.6
27075	77
27077	73.6
27079	69.9
27081	66.6
27083	67.2
27085	71.1
27087	71.6
27089	71
27091	68.6
27093	71.2
27095	73.1
27097	72.6
27099	70.1
27101	68.8
27103	69.1
27105	68.6
27107	69.9
27109	71.5
27111	73
27113	71.4
27115	74.3
27117	68.3
27119	70.6
27121	70.8
27123	70
27125	70.8
27127	68.7
27129	69.2
27131	70.6
27133	68
27135	72.9
27137	75
27139	70.9
27141	72
27143	69.8
27145	71.8
27147	70.3
27149	69.2
27151	68.9
27153	73
27155	68.6
27157	73.4
27159	73.2
27161	69.5
27163	71.3
27165	68.4
27167	69.5
27169	73.7
27171	72.2
27173	68.2
28001	71.7
28003	70.2
28005	72.6
28007	69
28009	67.8
28011	69.9
28013	69.3
28015	69.8
28017	71.3
28019	69
28021	70.4
28023	70.6
28025	71.3
28027	67.7
28029	72.8
28031	71.1
28033	70.2
28035	71
28037	71
28039	71.3
28041	71.3
28043	68.6
28045	73.2
28047	74.3
28049	74.2
28051	69.6
28053	71.9
28055	71.6
28057	67.9
28059	74.1
28061	70.9
28063	71
28065	71.1
28067	70.6
28069	69.8
28071	67
28073	70.5
28075	70.3
28077	72.2
28079	70.4
28081	72.2
28083	70.8
28085	73.1
28087	68
28089	73.3
28091	71.1
28093	69.8
28095	68.3
28097	69.4
28099	70
28101	71.4
28103	71.4
28105	71.4
28107	69.7
28109	72
28111	71
28113	72.2
28115	72
28117	69.9
28119	69.2
28121	71.7
28123	71.2
28125	71.6
28127	71.4
28129	71
28131	70.8
28133	70
28135	69.6
28137	69.4
28139	67.8
28141	68.3
28143	68.6
28145	70.8
28147	72
28149	70.5
28151	70.8
28153	70.7
28155	69
28157	73.2
28159	69.6
28161	67.2
28163	72.1
29001	66.5
29003	64.3
29005	64.1
29007	66.7
29009	64.4
29011	67.9
29013	67.1
29015	63.6
29017	67.8
29019	67.4
29021	64.4
29023	66.7
29025	65.2
29027	65.2
29029	64.6
29031	68.8
29033	65.3
29035	63.6
29037	65.8
29039	67.6
29041	66
29043	67.4
29045	67.2
29047	62.4
29049	64.6
29051	66.3
29053	66.8
29055	64.8
29057	67.8
29059	67
29061	65.1
29063	64.8
29065	65.9
29067	67.6
29069	66.3
29071	65.3
29073	65.7
29075	65.6
29077	68
29079	65.7
29081	66
29083	65.8
29085	65.3
29087	65.2
29089	67
29091	67
29093	64.9
29095	64.5
29097	66.6
29099	63.3
29101	65.9
29103	66.6
29105	68.6
29107	66
29109	67.9
29111	67
29113	67.5
29115	66.2
29117	65.4
29119	64.4
29121	66.4
29123	65.1
29125	66.2
29127	67.3
29129	66
29131	65.4
29133	67.7
29135	66.8
29137	66.7
29139	66.2
29141	65.5
29143	67.7
29145	65.8
29147	65.2
29149	66.5
29151	66.3
29153	62.8
29155	67.3
29157	67.5
29159	65.8
29161	64.3
29163	67.3
29165	63.7
29167	67.8
29169	64.4
29171	67.2
29173	66.6
29175	66.2
29177	65.5
29179	63.6
29181	66.8
29183	66.2
29185	66.2
29186	66
29187	64.6
29189	63
29195	65.8
29197	66.6
29199	66.6
29201	66.6
29203	65.2
29205	66.7
29207	67.2
29209	63.2
29211	66.3
29213	62.9
29215	67
29217	67.4
29219	66.6
29221	63.8
29223	63.6
29225	69.3
29227	65.6
29229	69.3
29510	63
30001	61.3
30003	55.9
30005	63.1
30007	64.9
30009	57
30011	59.2
30013	61.9
30015	60.6
30017	56.6
30019	65.7
30021	60.1
30023	66.5
30025	59.2
30027	63.5
30029	70.4
30031	62.3
30033	59.2
30035	64.2
30037	60.7
30039	66.9
30041	62.2
30043	64.6
30045	68
30047	67.3
30049	61.7
30051	61.9
30053	71
30055	63
30057	62.4
30059	64.8
30061	69.8
30063	64
30065	57.3
30067	62.7
30069	57.3
30071	64
30073	62.7
30075	56.6
30077	66.4
30079	60.1
30081	67.3
30083	61.4
30085	63
30087	56.6
30089	69.8
30091	65.7
30093	63.5
30095	57.7
30097	59.7
30099	63
30101	62.4
30103	56
30105	64
30107	60.8
30109	60
30111	54.6
31001	60.2
31003	60.3
31005	55.2
31007	53.1
31009	58.3
31011	60.2
31013	54.4
31015	61
31017	58.2
31019	58.6
31021	64.3
31023	62
31025	64.6
31027	62
31029	53.7
31031	58.2
31033	53
31035	61.2
31037	62.5
31039	63
31041	58.3
31043	64.1
31045	55.8
31047	56.6
31049	55.2
31051	61.8
31053	63.7
31055	63.4
31057	52.4
31059	61.1
31061	59
31063	56.4
31065	55.3
31067	61.5
31069	55.2
31071	58.6
31073	56.6
31075	54.4
31077	58.6
31079	59.4
31081	60.1
31083	57.2
31085	53.7
31087	54.1
31089	60
31091	56.8
31093	59.6
31095	61.3
31097	62.5
31099	59
31101	55.2
31103	58.2
31105	52.7
31107	62
31109	61.5
31111	56.8
31113	56.8
31115	58.6
31117	56.8
31119	60.9
31121	59.7
31123	53.5
31125	60.2
31127	62.9
31129	60.4
31131	62.6
31133	62.5
31135	55.2
31137	57.2
31139	60.9
31141	61.3
31143	61.3
31145	54.1
31147	63.4
31149	58.2
31151	61.2
31153	64.4
31155	62.6
31157	53.1
31159	61.4
31161	58
31163	58.9
31165	52.3
31167	61.5
31169	61.3
31171	58.2
31173	64.1
31175	58.6
31177	64.4
31179	61.8
31181	59
31183	58.6
31185	60.2
32001	42.4
32003	31.1
32005	50.9
32007	52.2
32009	41.9
32011	49.2
32013	47
32015	48.2
32017	45
32019	46.1
32021	45.1
32023	33.5
32027	43.9
32029	50.5
32031	50
32033	50.8
32510	50.4
33001	74.4
33003	75.5
33005	74.8
33007	78.6
33009	75.8
33011	70.9
33013	73.2
33015	73
33017	74.1
33019	74.9
34001	71.6
34003	66.7
34005	69.4
34007	69.4
34009	77.7
34011	72.1
34013	67.7
34015	70.4
34017	68.5
34019	72.4
34021	70
34023	70.2
34025	69.9
34027	70.9
34029	70.8
34031	67
34033	73.1
34035	72.8
34037	72.5
34039	68.2
34041	72.8
35001	39.4
35003	44.4
35005	40.3
35006	47
35007	43
35009	44.9
35011	41.8
35013	35.1
35015	39.7
35017	38.5
35019	41.8
35021	42.8
35023	37.5
35025	45.1
35027	42.2
35028	44.6
35029	36.5
35031	44.4
35033	43.8
35035	34.1
35037	42.8
35039	44.1
35041	44.9
35043	40.8
35045	45.7
35047	43.8
35049	42.4
35051	38.4
35053	39.1
35055	47.3
35057	45.8
35059	44.4
35061	39.3
36001	71.7
36003	79.9
36005	67.1
36007	76.7
36009	78.4
36011	77.3
36013	81.1
36015	76.4
36017	79.1
36019	73.7
36021	73.5
36023	80.6
36025	80.8
36027	72.5
36029	75.4
36031	74.9
36033	76.8
36035	75.6
36037	78.3
36039	74.7
36041	77.1
36043	79.6
36045	77.8
36047	70.5
36049	78.6
36051	78.2
36053	79
36055	75.9
36057	76.3
36059	69.3
36061	67.1
36063	76.3
36065	78.6
36067	76.2
36069	75.9
36071	74.4
36073	77.3
36075	76.7
36077	79
36079	71.9
36081	68.3
36083	72.6
36085	69.3
36087	70.2
36089	76.1
36091	72.2
36093	72.1
36095	77.5
36097	77
36099	76.9
36101	79.1
36103	70.4
36105	74.9
36107	77.4
36109	78.1
36111	72.3
36113	73.7
36115	74.3
36117	77.2
36119	68.9
36121	80.2
36123	77
37001	71
37003	70.2
37005	74.8
37007	68.6
37009	77
37011	78.8
37013	73.9
37015	71.6
37017	72.8
37019	73.2
37021	74.9
37023	70.1
37025	70
37027	70.1
37029	76.5
37031	76.1
37033	67.7
37035	70.2
37037	68.9
37039	75
37041	73.6
37043	77.2
37045	69.9
37047	74.9
37049	72.8
37051	68.6
37053	76.5
37055	79.1
37057	71.4
37059	71.1
37061	74
37063	68.7
37065	73.6
37067	69
37069	71.3
37071	68.8
37073	73.7
37075	77.2
37077	69.2
37079	74.5
37081	68.6
37083	70.8
37085	71.3
37087	79.1
37089	73.7
37091	72.7
37093	71.4
37095	74.7
37097	70.7
37099	79
37101	72.3
37103	73
37105	69.3
37107	74.6
37109	70.6
37111	72.8
37113	78
37115	77.4
37117	73.1
37119	67.1
37121	77.4
37123	69.4
37125	68.5
37127	72.4
37129	71.1
37131	70.8
37133	71.6
37135	69.4
37137	72.4
37139	76.5
37141	70.6
37143	75.9
37145	71.3
37147	74.7
37149	69.9
37151	71.7
37153	68.5
37155	73
37157	67.2
37159	70.9
37161	69.6
37163	73.3
37165	72
37167	71.2
37169	68.8
37171	69.3
37173	79
37175	75.5
37177	75.9
37179	71.1
37181	70.1
37183	69.6
37185	69.3
37187	73.1
37189	77.7
37191	74
37193	70
37195	72.2
37197	71.4
37199	78.4
38001	59.7
38003	68.1
38005	69.9
38007	60.6
38009	71.6
38011	59.3
38013	69.4
38015	64.7
38017	69.4
38019	71.8
38021	65.7
38023	69.4
38025	60.6
38027	69.9
38029	64.7
38031	69
38033	60
38035	70.1
38037	60.2
38039	69
38041	60.6
38043	69
38045	65.7
38047	67.4
38049	68.3
38051	65.7
38053	63.7
38055	66.4
38057	64.9
38059	65
38061	65.7
38063	69.5
38065	66.5
38067	71.2
38069	71
38071	69.9
38073	68.1
38075	68.4
38077	69.5
38079	71.6
38081	68.1
38083	69.3
38085	64.7
38087	59.3
38089	60.6
38091	69.3
38093	67.4
38095	70.4
38097	69.3
38099	70.6
38101	68.3
38103	69.3
38105	64.6
39001	71.5
39003	74.4
39005	77
39007	78.5
39009	70.1
39011	74.6
39013	74.6
39015	74.1
39017	71.7
39019	75
39021	74.6
39023	74.5
39025	73.9
39027	73.8
39029	75.4
39031	73.4
39033	75.9
39035	73.2
39037	73.6
39039	72.3
39041	74.3
39043	76.8
