id	rate
17063	32.6
17065	27.9
17067	27.4
17069	29.2
17071	28
17073	29.7
17075	31.6
17077	27.4
17079	28.6
17081	28
17083	27.2
17085	32.2
17087	28.2
17089	35.1
17091	32.6
17093	33.7
17095	28.9
17097	35.3
17099	32
17101	29
17103	32.3
17105	31
17107	28.6
17109	27.9
17111	35.9
17113	30.3
17115	28.7
17117	27.5
17119	27.2
17121	27.5
17123	30.8
17125	27.8
17127	28.8
17129	27.8
17131	28.9
17133	25.7
17135	27.8
17137	27.1
17139	28.6
17141	33
17143	29.9
17145	26.8
17147	29.8
17149	27.3
17151	28.2
17153	28.4
17155	31.6
17157	26.7
17159	28.6
17161	29.5
17163	26.6
17165	27.8
17167	27.7
17169	27.6
17171	27
17173	28.2
17175	30.2
17177	32.8
17179	29.7
17181	28.2
17183	30.7
17185	29.1
17187	28.8
17189	27.2
17191	28
17193	28.3
17195	31.4
17197	34.2
17199	27.6
17201	33.9
17203	30.2
18001	34.7
18003	35.4
18005	32.6
18007	31.6
18009	33.8
18011	32.2
18013	31.2
18015	32.5
18017	33.8
18019	32.4
18021	30.8
18023	32.4
18025	31.1
18027	29.7
18029	33.9
18031	33.6
18033	36.1
18035	33.4
18037	30.2
18039	36.3
18041	33.4
18043	32.3
18045	30.8
18047	33.5
18049	34.1
18051	29.3
18053	33.5
18055	30.6
18057	33.2
18059	33.2
18061	31.7
18063	32.6
18065	33.9
18067	33
18069	34.5
18071	31.6
18073	32.4
18075	33.9
18077	32.2
18079	32.8
18081	32.3
18083	29.4
18085	35.1
18087	36.6
18089	33.4
18091	34.6
18093	31
18095	33.1
18097	33.6
18099	34.4
18101	30.6
18103	33.5
18105	31.4
18107	31.8
18109	31.3
18111	32.5
18113	36.2
18115	32.9
18117	31.1
18119	31.1
18121	30.7
18123	30.3
18125	29.5
18127	33.2
18129	28.8
18131	33.9
18133	31.3
18135	33.9
18137	33.2
18139	33.5
18141	35.5
18143	31.5
18145	32.7
18147	30.3
18149	34
18151	36.9
18153	29.9
18155	32.2
18157	31.5
18159	32.8
18161	33.8
18163	29.4
18165	30.1
18167	29.6
18169	33.7
18171	31.3
18173	29.6
18175	31.3
18177	34.2
18179	34.2
18181	33.2
18183	35.7
19001	26.8
19003	25.6
19005	32.4
19007	27.2
19009	26.7
19011	29.3
19013	29.6
19015	27.2
19017	29.8
19019	30.3
19021	27.3
19023	28.9
19025	26.9
19027	26.4
19029	25.7
19031	29.6
19033	30.4
19035	27.2
19037	31.2
19039	26.4
19041	28.6
19043	31.1
19045	30.6
19047	26.3
19049	26.3
19051	27.2
19053	26.4
19055	31
19057	27.9
19059	29.6
19061	31.9
19063	29.5
19065	31.3
19067	30.8
19069	29.4
19071	24.2
19073	27
19075	28.6
19077	26.5
19079	28.4
19081	30.3
19083	29.2
19085	24.2
19087	27.7
19089	32.5
19091	28.2
19093	26.6
19095	28.7
19097	30.7
19099	27.8
19101	27.8
19103	29.2
19105	30.3
19107	28.1
19109	29.1
19111	27.4
19113	29.8
19115	28.1
19117	26.7
19119	26.9
19121	26.2
19123	27.9
19125	27.7
19127	28.3
19129	24
19131	32.1
19133	24.4
19135	27.1
19137	24.6
19139	28.7
19141	27.7
19143	28.6
19145	24.6
19147	29.3
19149	25.7
19151	27.7
19153	26.7
19155	24.1
19157	28
19159	25.7
19161	26.7
19163	29.6
19165	25.8
19167	26.5
19169	27.4
19171	28.9
19173	25.2
19175	26.1
19177	27.8
19179	27.7
19181	26.4
19183	28.5
19185	26.5
19187	28.1
19189	31.1
19191	32.6
19193	23.9
19195	31.8
19197	29.1
20001	23.6
20003	24.1
20005	24
20007	18.9
20009	18.7
20011	24.3
20013	23.6
20015	21.3
20017	22.4
20019	22.8
20021	24.5
20023	16.5
20025	16.1
20027	20.4
20029	20.1
20031	22.8
20033	17.3
20035	20.9
20037	24.8
20039	17.7
20041	19.8
20043	24
20045	23.8
20047	17.2
20049	22.9
20051	17.4
20053	19.2
20055	15.7
20057	16.6
20059	24.1
20061	20.5
20063	17
20065	17.2
20067	15.6
20069	16.6
20071	15.6
20073	22.6
20075	15.4
20077	19.4
20079	21.2
20081	16.1
20083	16.6
20085	23
20087	23.1
20089	19.9
20091	24.7
20093	15.7
20095	19.8
20097	17.3
20099	23.9
20101	16.3
20103	24.2
20105	19.2
20107	24.1
20109	16.5
20111	22.4
20113	20.3
20115	21.3
20117	21.2
20119	16.1
20121	24.5
20123	19.6
20125	23
20127	22.3
20129	14.3
20131	22.7
20133	23.8
20135	16.9
20137	17.7
20139	22.8
20141	18.6
20143	19.5
20145	17.5
20147	17.9
20149	21.7
20151	18.7
20153	16.9
20155	19.9
20157	20.5
20159	19.6
20161	20.7
20163	17.6
20165	17.4
20167	17.9
20169	19.2
20171	16.3
20173	20.7
20175	15.2
20177	23.1
20179	16.5
20181	16.7
20183	18.9
20185	17.5
20187	15.6
20189	15.3
20191	20.4
20193	16.9
20195	17
20197	22.2
20199	15.6
20201	21.2
20203	15.6
20205	22.9
20207	23.2
20209	24.7
21001	34.3
21003	32
21005	34.5
21007	28.7
21009	33
21011	35.9
21013	38.7
21015	33.7
21017	34.8
21019	34.9
21021	34.3
21023	34.2
21025	36.5
21027	31.5
21029	31.6
21031	31.8
21033	30.1
21035	30
21037	34.4
21039	28.9
21041	32.5
21043	35.1
21045	34.4
21047	30.8
21049	36.3
21051	36.8
21053	34.5
21055	29.2
21057	33.6
21059	30.5
21061	31.6
21063	36.1
21065	34.9
21067	35.2
21069	35.1
21071	35.6
21073	33.6
21075	28.7
21077	32.4
21079	34.7
21081	33.2
21083	29.3
21085	32.1
21087	33.6
21089	34.9
21091	30.3
21093	32
21095	41.4
21097	34.1
21099	32.2
21101	29
21103	33.1
21105	28.9
21107	29.8
21109	37.1
21111	32.4
21113	35.3
21115	35.1
21117	33.7
21119	36.7
21121	37.4
21123	32.3
21125	37
21127	35.3
21129	35.7
21131	36.7
21133	38.4
21135	35
21137	35
21139	29.2
21141	31.6
21143	29.4
21145	29
21147	36.8
21149	30.7
21151	35.1
21153	36.3
21155	33.3
21157	29.2
21159	35.1
21161	34.5
21163	31.5
21165	35.6
21167	34.1
21169	33.7
21171	34.2
21173	36.1
21175	36.1
21177	30.7
21179	32.8
21181	34.7
21183	30.7
21185	32.5
21187	33
21189	35.7
21191	33.5
21193	36.7
21195	35.6
21197	35.6
21199	35.9
21201	34.7
21203	37.1
21205	35.7
21207	34.5
21209	34.5
21211	33.6
21213	31.6
21215	32.6
21217	33.5
21219	31.4
21221	29.4
21223	32.2
21225	28.7
21227	31.6
21229	33.2
21231	35.4
21233	29.3
21235	36.8
21237	36.5
21239	34.6
22001	42.7
22003	40.3
22005	41.8
22007	41.8
22009	39.1
22011	39.2
22013	33
22015	32.5
22017	32.3
22019	43.7
22021	34.4
22023	41
22025	36.1
22027	32.1
22029	35.4
22031	33.6
22033	43
22035	31.8
22037	41.6
22039	41.7
22041	33.8
22043	35.3
22045	42
22047	41.8
22049	33.3
22051	40.3
22053	42.6
22055	42.3
22057	43.8
22059	35.5
22061	32.8
22063	40.5
22065	32.3
22067	32.4
22069	33.7
22071	42.5
22073	33.1
22075	39.2
22077	41
22079	36.5
22081	32.8
22083	33
22085	34.9
22087	39
22089	41.3
22091	40.9
22093	42
22095	42.6
22097	41.6
22099	41.8
22101	40.8
22103	36.8
22105	39.4
22107	33.6
22109	43.1
22111	31.7
22113	42.4
22115	37.7
22117	39.4
22119	32.8
22121	43
22123	31.7
22125	40.5
22127	33.8
23001	41.7
23003	46.3
23005	41.4
23007	41.4
23009	47.4
23011	42.6
23013	44.3
23015	42.5
23017	41.8
23019	45.3
23021	44.3
23023	42
23025	41.8
23027	45.9
23029	48.5
23031	40.4
24001	31
24003	32.9
24005	35.8
24009	32.3
24011	34.6
24013	35.2
24015	34.8
24017	33.2
24019	33.7
24021	33.6
24023	43.5
24025	35.8
24027	35.2
24029	34.6
24031	34.4
24033	34
24035	34.4
24037	32.5
24039	35.3
24041	34.3
24043	32.9
24045	34.6
24047	34.8
24510	35
25001	41.4
25003	43.5
25005	40.7
25007	41.5
25009	39.1
25011	37.7
25013	36.8
25015	37.3
25017	38.9
25019	44.7
25021	40.1
25023	40.8
25025	39.2
25027	40.7
26001	41.2
26003	46.4
26005	38
26007	42
26009	44.3
26011	39.1
26013	43.1
26015	38
26017	38.8
26019	40.2
26021	36.5
26023	37.5
26025	37.7
26027	36.9
26029	44.7
26031	42.3
26033	48.2
26035	41.2
26037	37.6
26039	45.2
26041	40
26043	40.5
26045	37.7
26047	44.3
26049	38.7
26051	40.6
26053	44.4
26055	43.1
26057	37.5
26059	38
26061	44.6
26063	40.8
26065	37.3
26067	37.7
26069	39.8
26071	45.1
26073	38.2
26075	37.8
26077	38.1
26079	44.9
26081	37.8
26083	44.9
26085	41.7
26087	39.3
26089	43.5
26091	37.1
26093	38.6
26095	48.4
26097	41.1
26099	38.6
26101	39.3
26103	43.3
26105	38.6
26107	40.6
26109	35.7
26111	38.3
26113	44.7
26115	37.4
26117	38.5
26119	45.1
26121	38
26123	38.3
26125	38.4
26127	38.8
26129	41.9
26131	42.1
26133	42.4
26135	45.1
26137	47.1
26139	37.9
26141	43.8
26143	43.8
26145	38.4
26147	39
26149	37.3
26151	41
26153	42
26155	37.5
26157	39.6
26159	36.9
26161	37.9
26163	38.9
26165	44.9
27001	38.4
27003	34.8
27005	37.2
27007	40.7
27009	34.9
27011	30
27013	32.3
27015	30.7
27017	40.4
27019	33.5
27021	38.9
27023	30.3
27025	35.9
27027	33.4
27029	40.2
27031	37.9
27033	30
27035	37.1
27037	34.5
27039	33.9
27041	34.7
27043	30.7
27045	32.8
27047	32.6
27049	34.6
27051	33.6
27053	34.7
27055	33.4
27057	38.7
27059	35.4
27061	41.4
27063	29.7
27065	35.8
27067	32.5
27069	36.7
27071	41
27073	29.1
27075	37.7
27077	40
27079	33
27081	28.3
27083	28.5
27085	32.4
27087	39.1
27089	36.5
27091	30.1
27093	33.1
27095	35.3
27097	35.3
27099	32.8
27101	29.8
27103	32.4
27105	29.2
27107	35.1
27109	33.5
27111	36.1
27113	38.1
27115	37.8
27117	29.3
27119	36.1
27121	33.3
27123	35
27125	37.5
27127	30.3
27129	31.4
27131	34
27133	28.2
27135	39.1
27137	40.9
27139	34.2
27141	34.2
27143	31.8
27145	34
27147	34
27149	32.6
27151	31.8
27153	34.8
27155	31.2
27157	34.2
27159	35.9
27161	33.5
27163	35.2
27165	30.1
27167	32.2
27169	34.4
27171	33.7
27173	30.2
28001	35.6
28003	31.3
28005	40.9
28007	32.6
28009	31.1
28011	30.8
28013	31.4
28015	31
28017	31
28019	31.7
28021	33.9
28023	33.2
28025	30.9
28027	30.5
28029	35.3
28031	36
28033	30.4
28035	36.3
28037	35.9
28039	38.6
28041	38.6
28043	30.5
28045	37.1
28047	36.7
28049	34.4
28051	32.1
28053	31.4
28055	31.6
28057	30.4
28059	36.3
28061	35.1
28063	35.9
28065	36
28067	34.8
28069	32.2
28071	31
28073	37.4
28075	33.3
28077	35.7
28079	33.7
28081	31.1
28083	30.8
28085	37.6
28087	31.3
28089	32.8
28091	37.1
28093	29.9
28095	30.4
28097	31.2
28099	33.3
28101	33.9
28103	31
28105	31.4
28107	30.6
28109	39.3
28111	36.3
28113	40.2
28115	31.7
28117	31.1
28119	30.5
28121	34.2
28123	34.1
28125	31.6
28127	35.1
28129	34.9
28131	39.6
28133	31.1
28135	31.3
28137	30.6
28139	31.1
28141	30.7
28143	29.9
28145	31.4
28147	39.7
28149	32.5
28151	31.3
28153	34.3
28155	31.4
28157	39.3
28159	32.4
28161	31.1
28163	31.7
29001	26.4
29003	24.6
29005	24
29007	26
29009	26.3
29011	24.7
29013	24.7
29015	23.7
29017	27.3
29019	26.1
29021	24
29023	26.8
29025	25.4
29027	25.6
29029	24
29031	27.3
29033	25.4
29035	26
29037	24.9
29039	23.8
29041	25.6
29043	26.2
29045	27.3
29047	25.1
29049	24.7
29051	24.6
29053	25.4
29055	25.3
29057	24.6
29059	24.6
29061	25.8
29063	25.1
29065	26.4
29067	26.5
29069	27.6
29071	25.2
29073	25.2
29075	25.4
29077	25.7
29079	25.9
29081	25.8
29083	24.2
29085	24.4
29087	24.8
29089	26
29091	26.1
29093	26.7
29095	25
29097	24.6
29099	25.1
29101	24.6
29103	27
29105	25.2
29107	24.9
29109	25.7
29111	26.9
29113	26.3
29115	25.7
29117	25.8
29119	24.9
29121	26.6
29123	26.3
29125	24.9
29127	26.7
29129	25.9
29131	24.3
29133	28.1
29135	24.9
29137	26.6
29139	25.8
29141	24.6
29143	27.8
29145	25.1
29147	24.8
29149	26.7
29151	24.6
29153	25.4
29155	27.9
29157	26.4
29159	24.4
29161	25.2
29163	26.7
29165	24.4
29167	24.4
29169	24.4
29171	27.1
29173	26.4
29175	26.1
29177	25.2
29179	26
29181	27
29183	26.2
29185	24.3
29186	25.5
29187	25.7
29189	26.4
29195	25.2
29197	27.2
29199	27.2
29201	27.8
29203	26.3
29205	26.7
29207	27
29209	25.3
29211	26.4
29213	25.2
29215	26.1
29217	23.8
29219	26
29221	25.4
29223	26
29225	26
29227	25.4
29229	27
29510	26.4
30001	16.8
30003	20.2
30005	24.4
30007	23
30009	15.9
30011	23.2
30013	20.9
30015	22.2
30017	21.9
30019	30.2
30021	23.8
30023	22.1
30025	23.2
30027	21.7
30029	35.9
30031	22.2
30033	22
30035	20.8
30037	18.1
30039	29.2
30041	23.7
30043	24.4
30045	32.3
30047	31.5
30049	19.4
30051	22.5
30053	41
30055	27.4
30057	20.3
30059	25.3
30061	36.8
30063	27.5
30065	20.2
30067	20.3
30069	20.2
30071	26.2
30073	20.7
30075	20.3
30077	24.2
30079	23.8
30081	24.9
30083	26.2
30085	27.4
30087	20.3
30089	36.8
30091	30.2
30093	22.3
30095	17
30097	16.5
30099	19.4
30101	21.6
30103	20.4
30105	27.8
30107	18
30109	24.1
30111	19
31001	20.3
31003	22.1
31005	18.5
31007	15.8
31009	19.8
31011	22.1
31013	17.2
31015	22.4
31017	20.2
31019	19.3
31021	23.8
31023	23.1
31025	23.7
31027	23
31029	17.5
31031	19.7
31033	16.8
31035	20.7
31037	22.9
31039	23.5
31041	19.8
31043	23.9
31045	17
31047	19
31049	18.5
31051	23.6
31053	23.3
31055	23.8
31057	16.5
31059	21.3
31061	19.4
31063	19.1
31065	17.7
31067	21.9
31069	18.5
31071	20.2
31073	19
31075	17.2
31077	20.2
31079	20.6
31081	21
31083	18.7
31085	17.5
31087	18.1
31089	21.1
31091	19.1
31093	20.7
31095	21.1
31097	22.7
31099	19.4
31101	18.5
31103	20.2
31105	16
31107	23
31109	21.9
31111	19.1
31113	19.1
31115	20.2
31117	19.1
31119	22.7
31121	21
31123	16.5
31125	21.3
31127	23.1
31129	19.9
31131	23.1
31133	22.7
31135	18.5
31137	18.7
31139	22.6
31141	22.6
31143	22.6
31145	18.1
31147	23.3
31149	20.2
31151	21.6
31153	23.6
31155	22.6
31157	15.8
31159	22
31161	18.4
31163	19.7
31165	15.2
31167	23.1
31169	20.9
31171	20.2
31173	23.9
31175	20.2
31177	23.7
31179	23.6
31181	19.4
31183	20.2
31185	21.8
32001	10.4
32003	6.1
32005	10.1
32007	17.6
32009	9.3
32011	16
32013	15.7
32015	15.7
32017	10.5
32019	10.3
32021	9.6
32023	7
32027	12.5
32029	11.9
32031	11.3
32033	16.5
32510	11.3
33001	40.3
33003	38.3
33005	40.6
33007	49.2
33009	43.5
33011	38
33013	38.6
33015	39.6
33017	39.5
33019	42.8
34001	35.1
34003	36.9
34005	36.9
34007	36.6
34009	33.5
34011	35.4
34013	37
34015	36.1
34017	37.1
34019	37.7
34021	36.5
34023	37
34025	36
34027	39.5
34029	36.4
34031	37.2
34033	35.9
34035	38
34037	38.9
34039	37.1
34041	38.3
35001	8.5
35003	10.1
35005	9.5
35006	10.6
35007	9.8
35009	11.8
35011	9.9
35013	7.7
35015	10.1
35017	9.2
35019	9.9
35021	10.8
35023	7.9
35025	12.4
35027	10.5
35028	9.3
35029	7.7
35031	11.2
35033	9.9
35035	7.6
35037	10.8
35039	8.2
35041	11.8
35043	8.7
35045	10.9
35047	9.9
35049	8.8
35051	6.9
35053	7.7
35055	10.8
35057	10.5
35059	12
35061	7.8
36001	37.5
36003	49.4
36005	36.7
36007	46.1
36009	49.5
36011	45.1
36013	47.5
36015	44.9
36017	48.1
36019	36.8
36021	37.4
36023	50.1
36025	50.7
36027	37.4
36029	42.7
36031	38.3
36033	45.1
36035	42.5
36037	42.5
36039	38.8
36041	44.8
36043	46.3
36045	44.5
36047	36
36049	48.4
36051	42.3
36053	45.9
36055	41.9
36057	40.7
36059	36
36061	36.8
36063	42.4
36065	46
36067	44.1
36069	42.3
36071	37.8
36073	41.8
36075	45.6
36077	48.8
36079	38.6
36081	36.5
36083	38.1
36085	36.7
36087	38.2
36089	44
36091	38
36093	38.1
36095	42.3
36097	45
36099	43.4
36101	46
36103	36.7
36105	41.7
36107	45.6
36109	46.5
36111	36.2
36113	38.3
36115	38.4
36117	43.6
36119	37.7
36121	45.4
36123	41.9
37001	35.2
37003	33.1
37005	38.3
37007	34.7
37009	41.3
37011	46.2
37013	39.3
37015	38.6
37017	38.5
37019	37.2
37021	37.1
37023	31.2
37025	35.5
37027	31.2
37029	38.3
37031	38.9
37033	32.5
37035	34.4
37037	35.4
37039	40.5
37041	39.7
37043	44.6
37045	35
37047	38.6
37049	39.6
37051	36
37053	38.3
37055	37.9
37057	34.5
37059	33.9
37061	39.3
37063	35.6
37065	38.1
37067	33.9
37069	37
37071	35.5
37073	38
37075	44.6
37077	35.8
37079	38.8
37081	34.2
37083	36.6
37085	37.5
37087	47.9
37089	36
37091	37.5
37093	37.3
37095	39.3
37097	34
37099	46.3
37101	38.4
37103	39.2
37105	35.3
37107	38.9
37109	35.4
37111	32.4
37113	45.1
37115	42.7
37117	39.1
37119	35.6
37121	40.8
37123	35.9
37125	36.3
37127	37.5
37129	37.5
37131	36.6
37133	38.8
37135	35.6
37137	39.1
37139	38.3
37141	38.2
37143	38.3
37145	34.8
37147	39.1
37149	33
37151	35.8
37153	35.5
37155	37.9
37157	31.7
37159	35.2
37161	33.2
37163	39
37165	37.4
37167	35.5
37169	33.1
37171	32
37173	46.3
37175	38.2
37177	38.3
37179	36.1
37181	36.2
37183	36.9
37185	34.4
37187	39.1
37189	41.5
37191	39.2
37193	31.6
37195	38.1
37197	33.3
37199	45.9
38001	23.7
38003	31.4
38005	34.6
38007	26
38009	36.2
38011	23.7
38013	33.7
38015	28.7
38017	33.4
38019	36.5
38021	27.9
38023	33.7
38025	26
38027	33.1
38029	28.7
38031	32
38033	24.1
38035	33.7
38037	24
38039	32
38041	26
38043	32
38045	27.9
38047	30.8
38049	30.8
38051	27.9
38053	29.2
38055	30.1
38057	28.2
38059	28.4
38061	30
38063	32.9
38065	29.8
38067	33.7
38069	34.8
38071	34.6
38073	30.2
38075	30.7
38077	32.2
38079	35.3
38081	30.2
38083	32.2
38085	28.7
38087	23.7
38089	26
38091	32.6
38093	30.8
38095	35.1
38097	32.6
38099	33.5
38101	30.8
38103	32.2
38105	29.6
39001	34.6
39003	35.2
39005	38
39007	40.5
39009	35.5
39011	34.6
39013	37.4
39015	34.3
